tema_canonico,disciplina,especialidade,unidade,prioridade,forca_fonte,risco_clinico,evidencia_de_prova,source_ids,nota
Tumor de Wilms (nefroblastoma),EISCA,Oncologia pediátrica,II_UNIDADE,media,media,medio,False,Tumor_de_Wilms__96192b5d5a|Tumor_de_Wilms__bf002c7f4a|Tumor_de_Wilms_pdf__b59a97843e,"FATO (resumos): tumor renal maligno mais comum da infância; 90% abaixo de 7 anos, pico 2-3 anos; 90-95% unilateral; 10% associado a anomalias congênitas (aniridia, hemi-hipertrofia, hipospádia). Diferencial-chave com neuroblastoma (massa que NÃO cruza a linha média x que cruza) — mas essa comparação só aparece de forma legível de um lado, ver lacunas."
Leucemias agudas na infância,EISCA,Oncologia pediátrica / Hematologia pediátrica,IV_UNIDADE,alta,media,alto,False,Leucemia__ef884f25da|Leucemias_Agudas_pdf_1___0541508acd|Leucemias_Agudas_pdf__0287d58f79,"FATO (resumo): LLA é a mais comum; fatores de risco incluem síndrome de Down (risco ~20x), anemia de Fanconi, EBV, benzeno, agentes alquilantes e epipodofilotoxinas (para LMA), tabagismo parental. ATENÇÃO: os dois resumos Leucemias_Agudas são DUPLICATA EXATA (8692 chars cada) — contam como UMA fonte, não duas. O deck do professor está ESCANEADA com 0 chars — PENDENTE VISÃO. LACUNA: emergências oncológicas (síndrome de lise tumoral, neutropenia febril, hiperleucocitose) não confirmadas em nenhuma fonte legível."
Tumores do sistema nervoso central na infância,EISCA,Oncologia pediátrica / Neurologia pediátrica,II_UNIDADE,media,fraca,alto,False,Tumores_SNC__bca562a8a2,0 chars extraídos — PENDENTE VISÃO integral. Não afirmo nada sobre o conteúdo. LACUNA: cefaleia + vômito matinal + ataxia na criança não tem fonte legível em toda a frente EISCA.
Osteossarcoma,EISCA,Oncologia pediátrica / Ortopedia,A_DEFINIR,baixa,media,medio,False,1_Osteossarcoma__da1747531d|Osteossarcoma_pdf__9b8b531f7c|osteossarcoma__ad984b30b6,"FATO: tumor ósseo primário do esqueleto apendicular com formação de tecido osteoide; pico 13-16 anos (estirão), mais em meninos; fêmur distal (~80%), tíbia proximal, úmero proximal; metáfise de ossos longos; associação com RB1/TP53/RECQL4/WRN. Os 3 resumos são independentes (6989, 4839 e 6067 chars), não duplicatas."
Otite média aguda e rinossinusite na infância,EISCA,Otorrinolaringologia pediátrica / Infectologia pediátrica,II_UNIDADE,alta,forte,alto,False,IVAS__c9c0ca127f,"FATO: tríade etiológica pneumococo / H. influenzae / M. catarrhalis nas duas. OMA: amoxicilina 90 mg/kg/dia em lactente sintomático; amoxi+clavulanato se usou amoxa nos últimos 2 meses ou sem melhora em 72h; criança maior 45-50 mg/kg/dia; descongestionante e anti-histamínico NÃO indicados. Sinusite: amoxicilina 60-80 mg/kg/dia por 14-21 dias; complicações (celulite periorbitária = sinal de etmoidite, abscesso orbitário, trombose de seio cavernoso). CONFLITO INTERNO NA MESMA FONTE: a dose de amoxicilina para OMA (90) e para sinusite (60-80) diverge — o sintetizador deve tratar como dose-alvo po"
"Crescimento e desenvolvimento (curvas OMS, escore z, marcos do DNPM, idade corrigida)",EISCA,Pediatria geral,A_DEFINIR,media,media,medio,False,Crescimento_e_desenvolvimento__03a4aa93bc|semio_PED__c241597932,"FATO: resumo traz ganho ponderal por trimestre (750/600/500/400 g/mês; total 6.750g no 1º ano), interpretação por escore z (peso, estatura, PC, IMC), idade corrigida do pré-termo, ordem do catch-up (PC > estatura > peso), sinais de alarme do DNPM aos 3/6/9/12 meses. LACUNA: sem fonte do professor, não sei qual curva/versão ele cobra."
"Semiologia pediátrica (antropometria, sinais vitais por faixa etária, exame segmentar, sinais meníngeos)",EISCA,Pediatria geral,I_UNIDADE,alta,media,medio,False,semio_PED__c241597932,"FATO (li o .txt): traz cortes de taquipneia por idade (<2m >60; 2-12m >50; 1-5a >40; 6-8a >30; >8a >20 ipm), FC normal por faixa, definição de HAS na infância (P95 em 3 ocasiões), micro/macrocefalia por DP, teste do olhinho/reflexo vermelho -> leucocoria/retinoblastoma, Brudzinski/Kernig. CONFLITO DE METADADO: manifesto classifica como ESCANEADA, mas o .txt tem 6024 chars legíveis e coerentes — é MISTA. Muitos slides são só imagem (tabelas de percentil de PA não extraídas)."
"Imunizações (calendário vacinal, imunização ativa e passiva)",EISCA,Pediatria geral / Infectologia pediátrica,IV_UNIDADE,alta,forte,alto,False,Imunizac_a_o_ativa_e_Passiva_2021_Joa_o_Medeiros__830d00b9a4|Imunizac_o_es__530d7bac20,"FATO: eventos adversos da DTP com janelas temporais que definem a conduta — convulsão (72h) e síndrome hipotônico-hiporresponsiva (48h) -> trocar para DTPa; encefalopatia (7 dias) -> DT/dT; choque anafilático (2h) -> contraindica TODAS. Tabela de profilaxia do tétano (limpo x suspeito, <3 doses x >=3, uso de SAT/IGHAT). Imunoglobulina anti-hepatite B 0,06 mL/kg IM em sítio diferente da vacina, nas primeiras 8-12h na transmissão vertical. CUIDADO DE VIGÊNCIA: deck de 2021 — o calendário do PNI mudou desde então (ex.: esquemas de VIP/VOP, meningo ACWY, dengue). Ver conflitos."
Aleitamento materno,EISCA,Pediatria geral / Neonatologia,II_UNIDADE,alta,media,medio,True,ANOTAC_O_ES_aleitamento_materno_III_unidade__e207af597b|Aleitamento_materno__f3ee0f71ef|Aleitamento_materno_docx__abd28fa2ef|pediatria_ALEITAMENTO_MATERNO__202c07d31a,"FATO (resumos): LME até 6 meses sem água/chá/suco; complementado até 2 anos; leite de vaca tem 3x mais proteína; 10 passos e portarias (GM/MS 18/83, 1016/93, MS 1113/94). PENDENTE VISÃO: Aleitamento_materno__f3ee0f71ef precisa ser lido por visão — é a única fonte que reflete o que o professor cobra (composição do leite, técnica de pega, contraindicações, mastite/fissura). | FATO: histórico, dez passos, mortalidade infantil, anatomia da mama, pega/sucção, colostro, composição, fatores de proteção celulares e humorais, vantagens (mulher/criança/família), uso de fármacos, recomendações atuais. Risco médio pela seção de fármacos compatíveis com lactação."
Bronquiolite viral aguda (BVA),EISCA,Pneumologia pediátrica,I_UNIDADE,alta,forte,alto,False,1_Bronquiolite__a456a0d201|BVA_Tratado_de_pediatria_5_ed_1___06c0891908|BVA__de95b25ca5|BVA_revista_Resid_Pedia_trica__a485e1f22f|pediatria_BRONQUIOLITE__88788efbd3,"FATO: VSR 50-80%; pico 2-3 meses; primeiro episódio de sibilância em <12 meses; sem tratamento efetivo (só suporte); palivizumabe é a única profilaxia; fatores de gravidade (displasia broncopulmonar, <12m, RNPT <32sem, cardiopatia, imunodeficiência). RISCO ALTO: critérios de gravidade/indicação de O2, cânula de alto fluxo e alta hospitalar; erro aqui = alta indevida de lactente hipoxêmico."
Asma em pediatria (incluindo crise asmática e lactente sibilante),EISCA,Pneumologia pediátrica / Alergia pediátrica,III_UNIDADE,alta,forte,alto,False,Asma_em_Pediatria__3def9bfd99,"FATO: critérios maiores/menores do índice preditivo (hospitalização por bronquiolite, >=3 episódios de sibilância em 6 meses, asma parental, dermatite atópica); FeNO >35 ppb; algoritmo de exacerbação em <=5 anos. DOSES: salbutamol 4-10 jatos por MDI + espaçador, repetir a cada 20 min por 1h (1 gota/2-3 kg se nebulização); prednisolona 1-2 mg/kg (máx 40 mg); sulfato de magnésio IV em infusão lenta 15-30 min com monitorização de FC e PA; alvo SpO2 94-98%. GINA 2024 no slide: fenoterol SUSPENSO, nebulização de SABA e broncodilatador oral NÃO recomendados, montelucaste com alerta neuropsiquiátrico"
Pneumonia adquirida na comunidade na infância,EISCA,Pneumologia pediátrica / Infectologia pediátrica,IV_UNIDADE,alta,forte,alto,False,PNEUMONIA_COMUNITA_RIA___69a37644cb|Pneumonia_docx__11c947a032,"FATO: cortes de taquipnéia AIDPI/OMS (<2m: 60; 2-12m: 50; >12m: 40 ipm). Ambulatorial: amoxicilina 50 mg/kg/dia 3x ou 90 mg/kg/dia 2x. Internação se SpO2 <92%, cianose, FR >=50-70, gemido, desidratação. UTI se SpO2 <92% com FiO2 >60%, hipotensão, apneia recorrente. <2 meses: TODA pneumonia é grave -> internar; penicilina cristalina ou ampicilina + amicacina/gentamicina, ou ampicilina + cefalosporina de 3ª geração. RISCO ALTO ESPECÍFICO: em RN <28 dias PREFERIR CEFOTAXIMA a ceftriaxona — ceftriaxona desloca a bilirrubina da albumina e aumenta risco de kernicterus. Esse é um item de precisão méd"
"Farmacoterapia da insônia — hipnóticos, compostos Z e agentes melatoninérgicos",EISM,Farmacologia / Psiquiatria,III_UNIDADE,media,media,medio,True,FAMENE_FARMACOTERAPIA_DA_INSO_NIA_E_ANSIEDADE_2024_2__f4edb4a564|Hipno_ticos_III_unidade__c1b545089c,"FATO: critérios de escolha = início de ação, duração de ação, efeitos indesejáveis. Compostos Z com duração declarada: zolpidem 2-4 h, zolpidem SL 2-4 h, zolpidem CR 6-8 h, zopiclona 6-8 h, eszopiclona 6-8 h. BZD classificados por duração (midazolam ultracurta; lorazepam/clonazepam/bromazepam curta; diazepam/flurazepam/nitrazepam/flunitrazepam longa). Doses hipnóticas: doxepina 1-6 mg (manipulado), trazodona 25-50 mg, mirtazapina 7,5-15 mg. Anti-H1 (difenidramina, prometazina) com efeitos anticolinérgicos. Quetiapina hipnótica 25-50 mg — o próprio slide diz 'desaconselhável como hipnótico'. In | CONFLITO DE ESCOPO: o slide do professor é UM só — 'FAMENE - FARMACOTERAPIA DA INSÔNIA E ANSIEDADE - 2024.2.pdf' (em FARMACOLOGIA/Slides Aulas, SEM pasta de prova) — enquanto a árvore Resumos SEPAR"
"Ansiolíticos e Hipnóticos (benzodiazepínicos, buspirona, compostos Z)",EISM,Psicofarmacologia,II_UNIDADE,alta,media,alto,True,ANOTAC_O_ES_ansioli_ticos__c32028b863|FAMENE_FARMACOTERAPIA_DA_INSO_NIA_E_ANSIEDADE_2024_2__f4edb4a564|Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985|ansiol_ticos_e_hipn_ticos__03bc57e119,"ITENS DE RISCO ALTO (apostila Mariah, seção BZD): DIAZEPAM EV não dilui em água, dilui em sangue; infundir em 4 MINUTOS cronometrados; só administrar EV com material de intubação disponível (depressão respiratória). Diazepam IM tem absorção lenta e errática (cristalização) — usar LORAZEPAM ou MIDAZOLAM se IM. VO sempre que o paciente conseguir engolir. FLUMAZENIL 0,1mg/ml (0,4-2mg): reverte, mas tem meia-vida MENOR que os BZD → ressedação em 1-2h, exige doses repetidas ou infusão contínua. BZD isolados raramente são fatais em overdose, mas são fatais com álcool ou ADT. Uso máximo 6 semanas; re | CONFLITO DE ESCOPO com 'Hipnóticos': o slide único do professor cobre INSÔNIA E ANSIEDADE juntos e está em FARMACOLOGIA/Slides Aulas SEM pasta de prova; a árvore Resumos separa em Saúde Mental II u"
"Antidepressivos (farmacologia: IMAO, ADT, ISRS, IRSN, moduladores 5-HT, IRND)",EISM,Psicofarmacologia,I_UNIDADE,alta,forte,alto,True,Antidepressivos_pdf__bdadd3d15a|Depressa_o_e_Antidepressivos_pdf__100d0878e0|Depressa_o_e_antidepressivos_I_unidade__68b07e464c|Depressa_o_e_antidepressivos_pdf__970fb9ba98|Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985|P7_FAMENE_FARMACOTERAPIA_DA_DEPRESSA_O_2025_1__9a72b4fec2,"RISCO ALTO — itens tempo/dose-dependentes: (1) latência terapêutica 3-4 semanas (ADT 15-30 dias) — trocar antes disso é erro; (2) IMAO+ISRS = SÍNDROME SEROTONINÉRGICA (tremor, mioclonia, alucinações, hipertermia); (3) IMAO+tiramina = crise hipertensiva (dieta restrita: queijos, embutidos, vinho); (4) ADT são LETAIS em overdose (cardiotoxicidade) — prescrever quantidade mínima ao paciente com risco suicida; (5) bupropiona é epileptogênica, CI em distúrbio convulsivo; (6) síndrome de retirada pior com paroxetina; (7) ISRS+antipsicótico = ↑QT. ATENÇÃO ARQUITETURAL: o cabeçalho deste PDF diz 'Farm | FATO: resposta terapêutica em 3-4 semanas; manutenção 6-12 meses e depois desmame; depressão >2 anos = tratamento vitalício; 1/3 remite completamente, 2/3 melhoram. Perfis por fármaco: fluoxetina e"
"Antipsicóticos, Sintomas Extrapiramidais e Síndrome Neuroléptica Maligna",EISM,Psicofarmacologia,II_UNIDADE,alta,forte,alto,True,Antipsico_ticos_II_unidade__bea4c8f456|Antipsico_ticos_Tabela__1d16c62d2d|Esquizofrenia_e_antipsic_ticos__4b3ccca107|FAMENE_FARMACOTERAPIA_DAS_PSICOSES_2025_1__e5e9511748|Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985,"PONTO CEGO CRÍTICO: a apostila-mestra Mariah (109p, a fonte que o aluno mais tende a usar) NÃO menciona Síndrome Neuroléptica Maligna em lugar nenhum — zero ocorrências de 'maligna'. A SNM só existe em Antipsico_ticos_Tabela (rigidez extrema, febre, instabilidade de PA, mioglobinemia; tto = interromper + dantroleno) e em Antipsico_ticos_II_unidade, e ESTA SEGUNDA CONTÉM ERRO MÉDICO (ver conflitos). CONDUTAS por efeito: distonia aguda (espasmo de língua/face/pescoço, horas após início) → BIPERIDENO IM/EV; acatisia (dose-dependente) → reduzir dose, ou propranolol ou clonazepam; parkinsonismo → r | CONFLITO DE EIXO: pasta/banner = SAÚDE MENTAL / FARMACOLOGIA / II UNIDADE; slide em FARMACOLOGIA/Slides Aulas/Slides QUARTA Prova/'FAMENE - FARMACOTERAPIA DAS PSICOSES - 2025.1.pdf'. II unidade de "
Depressão (Transtorno Depressivo Maior / Depressão Unipolar),EISM,Psiquiatria,I_UNIDADE,alta,forte,alto,True,1_Depressa_o__fc3aafa4e4|DEPRESSA_O_1___3e2302e5ae|Depress_o___728395147b|Depressa_o__b18d58c2a5|Depressa_o_e_Antidepressivos_pdf__100d0878e0|Depressa_o_e_antidepressivos_I_unidade__68b07e464c|Depressa_o_e_antidepressivos_pdf__970fb9ba98|Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985,"FATO: 8 fontes, 6 delas redundantes entre si (Aline Maia, Vitória Melo, Edine Medeiros, Bianca Santos, Mariah). Consolidar em uma cápsula. Critérios DSM-5 (≥2 semanas, ≥5 critérios, obrigatoriamente humor deprimido OU anedonia) estão explícitos em Aula_1_2021_1_Transtorno_Bipolar e na apostila. Risco ALTO por: potencialmente letal (ideação suicida), depressão psicótica (alucinações de comando), e virada maníaca induzida por antidepressivo. Pontos de prova já confirmados: hipersonia+hiperfagia = sintomas atípicos (NÃO fecham bipolar sozinhos); perguntar sobre ideação suicida NÃO induz o suicídi | CONFLITO DE EIXO: é I unidade de SAÚDE MENTAL mas 2ª prova de FARMACOLOGIA (FARMACOLOGIA/Slides Aulas/Slides Segunda Prova/'P7 - FAMENE - FARMACOTERAPIA DA DEPRESSÃO - 2025.1.pdf'). Um mesmo conteú"
Eletroconvulsoterapia (ECT),EISM,Psiquiatria,A_DEFINIR,media,fraca,medio,True,Depressa_o_e_antidepressivos_I_unidade__68b07e464c|Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985,"FONTE FRACA E CONFIRMADA COMO ITEM DE PROVA — combinação que merece atenção do sintetizador. O que existe (apostila, 5 linhas): indicações = ausência de resposta à farmacoterapia, intolerabilidade aos medicamentos, casos graves com necessidade de melhora rápida; pode ser PRIMEIRA ESCOLHA em idosos e gestantes deprimidos; custo ~R$1500/sessão, mínimo 10 sessões. A Devolutiva II acrescenta: em depressão com sintomas psicóticos o tratamento mais apropriado é ECT ou antidepressivo+antipsicótico, e o tratamento com maior chance de beneficiar em episódios recorrentes é o que já funcionou no passado."
"Emergências Psiquiátricas e Manejo da Agitação Psicomotora (tranquilização rápida, contenção física)",EISM,Psiquiatria,I_UNIDADE,alta,media,alto,True,4_Emerge_ncias_Psiquia_tricas__705566fda7|Diretriz_Para_O_Manejo_Da_Agitac_a_o_Psicomotora__0b56263bde|Emerge_ncias_psiquia_tricas__ae601e5bab|Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985,"FORÇA REBAIXADA PARA MÉDIA APESAR DA IMPORTÂNCIA: o slide do professor (50p) é ESCANEADO (65 chars/pág de rabisco) e a Diretriz de Agitação (6p) tem 5 CARACTERES de texto. Só sobram o resumo nativo de 4p (Jéssyca Seixas, prof. Roberto Mendes) e a apostila. FATOS confirmados em fonte nativa: objetivos = estabilizar sintoma-alvo, hipótese diagnóstica, EXCLUIR CAUSA ORGÂNICA, encaminhar; exame físico obrigatório com sinais vitais completos (T, PA, FC, FR, HGT, SpO2); vias — VO ~1h, IM <30min, EV ação imediata (potencializa efeitos colaterais); haloperidol IM + BZD ou prometazina, mas NÃO INDICADO"
Esquizofrenia e Transtornos Psicóticos,EISM,Psiquiatria,II_UNIDADE,alta,forte,alto,True,Antipsico_ticos_II_unidade__bea4c8f456|Esquizofrenia_1___54285f3ef4|Esquizofrenia_II_unidade__41783f009c|Esquizofrenia__5d54b28c4d|Esquizofrenia_e_antipsic_ticos__4b3ccca107|Esquizofrenia_pdf__bc5e01ca56|Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985|Psiquiatria_ESQUIZOFRENIA_pdf__50f75805f1,"Risco ALTO não pelo tratamento crônico, mas porque o primeiro surto psicótico exige EXCLUSÃO DE CAUSA ORGÂNICA (delirium, intoxicação, encefalite) — rotular como esquizofrenia um delirium mata. Expectativa de vida 20-30 anos menor (suicídio + risco cardiovascular). CONFLITO DE PREVALÊNCIA: apostila Mariah diz 0,7%; três resumos independentes dizem 1%. O slide do professor (39p) é ESCANEADO. Antipsico_ticos_II_unidade traz o espectro psicótico completo (psicótico breve, delirante, esquizoafetivo) que os resumos de esquizofrenia isolados não cobrem — é a única fonte para transtorno esquizoafetiv | FATO: descreve as 4 vias dopaminérgicas e as tabelas BOM/MAU PROGNÓSTICO — formato de questão pronta. Tema-âncora da II unidade de EISM."
Introdução à Psiquiatria e Psicopatologia (funções psíquicas e suas alterações),EISM,Psiquiatria,A_DEFINIR,alta,media,medio,True,Introduc_a_o_a_psquiatria__905c8170fe|Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985,"FONTE ÚNICA E DE TERCEIROS: resumo de 5p (Aline Maia, baseado em MedCurso). NÃO EXISTE slide do professor sobre psicopatologia em nenhuma pasta — é lacuna estrutural. Cobre as 11 funções: consciência, atenção (vigilância vs tenacidade), orientação (auto/alopsíquica), sensopercepção (ilusão/alucinação/pseudoalucinação), memória (imediata/recente/remota), afetividade (humor vs afeto), pensamento (curso/forma/conteúdo, bradipsiquismo, roubo e bloqueio do pensamento), linguagem, vontade, psicomotricidade, inteligência. Esta é a fonte que permite a distinção delirium (alteração do NÍVEL de consciên"
"Psiquiatria da Infância e Adolescência (ansiedade de separação, transtornos de aprendizagem, deficiência intelectual, Tourette)",EISM,Psiquiatria,A_DEFINIR,media,ausente,medio,True,DEVOLUTIVA_I_SM_2015_2__5a5a6af2ac,"forca_fonte = AUSENTE. O único source_id listado é a própria devolutiva (evidência de prova, não material didático). RESSALVA HONESTA: essa devolutiva é de 2015.2 e está rotulada 'P8', não P7 — a disciplina pode ter mudado de período, e psiquiatria infantil pode hoje viver na frente EISCA (pediatria), não em EISM. O SINTETIZADOR DEVE CRUZAR COM O DOSSIÊ EISCA antes de tratar isto como lacuna real de EISM. Conteúdo cobrado que ficou registrado na devolutiva: transtorno de ansiedade de separação (medo de separação de figuras de apego, sintomas somáticos; tto psicoterápico ou antidepressivo); TDA"
Risco de Suicídio e Comportamento Suicida,EISM,Psiquiatria,I_UNIDADE,alta,forte,alto,True,4_Emerge_ncias_Psiquia_tricas__705566fda7|Aula_1_2021_1_Transtorno_Bipolar__c902ef25a4|Emerge_ncias_psiquia_tricas__ae601e5bab|Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985,"REGRA DE OURO CONFIRMADA EM FONTE: perguntar diretamente sobre ideação suicida NÃO induz o ato — o resumo traz anotação manuscrita literal 'pode perguntar diretamente'. Rastreio dos '4 Ds': Depressão, Desesperança, Desamparo, Desespero. Fatores de risco: história de tentativa prévia (o maior), transtorno mental, comorbidade (depressão+alcoolismo potencializa), condições clínicas incapacitantes (dor crônica, epilepsia, AVC, neoplasia, SIDA, trauma medular). Protetores: suporte familiar, religiosidade, emprego, crianças em casa. 50-60% dos que se suicidaram NUNCA consultaram saúde mental. Intern"
Saúde Mental — conteúdo integral do compilado RESUmed (não lido),EISM,Psiquiatria,A_DEFINIR,media,fraca,medio,False,resumed_saude_mental__32ff294692,"PENDENTE DE LEITURA VISUAL. Não inventei sumário nem temas. Se lido, provavelmente cobre os 9 temas já mapeados de EISM e possivelmente os buracos da III unidade (dependência química, transtornos de personalidade, emergências psiquiátricas, psicopatologia/exame do estado mental) — isso é INFERÊNCIA por analogia com o RESUmed de adulto, NÃO fato. Autoridade máxima: média (compilado de terceiros)."
Sexualidade Humana e Disfunções Sexuais,EISM,Psiquiatria,A_DEFINIR,baixa,media,baixo,False,Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985|SM_Psiquiatria_SEXUALIDADE_HUMANA__1afb6498a4,"Unidade indeterminada. Quatro fatores psicossexuais bem estruturados na fonte: sexo biológico, identidade de gênero, orientação sexual, expressão de gênero. Nota conceitual explícita: pela CID-10 a orientação sexual por si só NÃO é transtorno. Ponto de contato clínico relevante: disfunção sexual como efeito adverso de ISRS (50-80%, pior com paroxetina) e a bupropiona como o antidepressivo com menos efeitos sexuais — esse cruzamento com farmacologia é o que tem chance real de cair."
TDAH — Transtorno de Déficit de Atenção e Hiperatividade,EISM,Psiquiatria,A_DEFINIR,media,media,medio,True,Antidepressivos_pdf__bdadd3d15a|Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985|Transtorno_Deficit_de_Atenc_a_o__1792c773b9,"Fonte apenas média: um resumo de 3p + 6p na apostila (que junta TDAH e TOC), sem slide dedicado do professor. Unidade indeterminada — a apostila coloca TDAH e TOC juntos, e TOC é III unidade, o que sugere (INFERÊNCIA, não fato) III unidade também. Prevalência: 5,29% em crianças/adolescentes, 2,5% em adultos. Tratamento: metilfenidato é 1ª opção, BUPROPIONA é 2ª opção (fonte: Antidepressivos_pdf). O slide MISTA de ansiedade traz anotação manuscrita 'Ritalina piora' no contexto de ansiedade/insônia — pista de que o professor discute a interação TDAH-ansiedade, mas o conteúdo impresso é ilegível."
TEPT e TEA (Transtorno de Estresse Pós-Traumático e Transtorno do Espectro Autista),EISM,Psiquiatria,A_DEFINIR,media,media,medio,True,Antidepressivos_pdf__bdadd3d15a|Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985,"FONTE ÚNICA: só a apostila Mariah (p.24-27, 4 páginas). NÃO existe resumo nem slide dedicado a TEPT ou TEA em toda a frente EISM. Marcado como forca 'media' e não 'fraca' porque o capítulo da apostila é substancial e nativo, mas é cobertura de uma perna só. Os 4 agrupamentos do TEPT estão explícitos: re-experimentação (pesadelos, flashbacks, lembranças intrusivas — o mais discriminante), esquiva, alterações negativas em cognição e humor, hiperexcitabilidade. Farmacologia: sertralina e paroxetina são os ISRS com indicação para TEPT (fonte Antidepressivos_pdf). OBSERVAÇÃO CONCEITUAL: a apostila "
"Transtorno Bipolar e Estabilizadores do Humor (lítio, valproato, carbamazepina, lamotrigina)",EISM,Psiquiatria,II_UNIDADE,alta,media,alto,True,ANOTAC_O_ES_bipolaridade__a1c9d4465d|Antidepressivos_pdf__bdadd3d15a|Aula_1_2021_1_Transtorno_Bipolar__c902ef25a4|Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985|P7_FAMENE_FARMACOTERAPIA_DA_DEPRESSA_O_2025_1__9a72b4fec2|Transtorno_Bipolar_1___75fbe3e4d0|Transtorno_bipolar__6d1cddef8b|Transtorno_bipolar_pdf__dc69aa8c73,"Keyword também bate em EISM 1ª prova — o conceito de humor/episódios pode ser introduzido na I unidade junto com depressão. Ambiguidade menor, não conflito. | CONFLITO DE UNIDADE (ver conflitos): slide está em 'Slides Primeira Prova', resumo P7A está em 'II UNIDADE'. Adotei II_UNIDADE por ser a fonte P7A mais recente, mas isto NÃO está resolvido. NÚMEROS DE RISCO ALTO extraídos do slide: litemia fase aguda 0,8-1,2 mEq/L, manutenção a partir de 0,6; CI do lítio = IAM recente, arritmias graves, psoríase, insuficiência renal; intoxicação = vômitos, disartria, tremor grosseiro, ataxia, ↓consciênci | FATO: lítio é base do tratamento, baixo IT, exige dosagem sérica periódica, início lento (1-3 semanas), mais eficaz na mania que na depressão. Adversos: náusea, diarreia, poliúria, ↑peso, alopecia,"
Transtorno obsessivo-compulsivo (TOC),EISM,Psiquiatria,III_UNIDADE,media,media,medio,False,ANOTAC_O_ES_TOC__61f6501286|Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985|SLIDES_TOC__5705990d4c|Transtorno_Obsessivo_Compulsivo__696f85266c,"ATENÇÃO: das 9 provas de Saúde Mental, 5 não têm camada de texto (4 da Segunda Prova + 1 da Terceira). O 'sem evidência' do TOC pode ser falso-negativo — a III unidade de EISM é justamente a menos legível no corpus de provas. | O slide do professor (SLIDES TOC.pdf, 14p) tem ZERO caracteres extraídos — totalmente escaneado, conteúdo inacessível. Sobram o resumo nativo de 4p, as anotações P7A e o capítulo da apostila (TDAH e TOC juntos). Marcas conceituais: dúvida patológica + PRESERVAÇÃO DA CRÍTICA (diferencia de delírio); início na infância; associação com Síndrome de Tourette; ISRS em doses a"
"Transtornos Alimentares (anorexia nervosa, bulimia nervosa, TCAP)",EISM,Psiquiatria,III_UNIDADE,alta,forte,alto,True,9_Transtornos_alimentares__cd91c009ec|Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985|SM_Psiquiatria_TRANSTORNOS_ALIMENTARES__033d08ff0c|Transtornos_Alimentares__f20cd7390a|Transtornos_alimentares_III_unidade__3fc0ee59f0,"Tema atravessa EISCA (adolescente) e EISM — o sintetizador deve tratá-lo como interdisciplinar. A tabela final 'anorexia x bulimia' é questão pronta. | CONFLITO DE UNIDADE (ver conflitos): slide está em 'Slides Segunda Prova', resumo P7A está em 'III UNIDADE'. Adotei III_UNIDADE pela fonte P7A mais recente — NÃO resolvido. CONFLITO DE PREVALÊNCIA de bulimia: apostila Mariah diz 1-10%; dois resumos independentes dizem 1-5%. Anorexia 0,5-1% em todas as fontes. Slide do professor (37p) ESCANEADO — o fragmento legível menciona fluoxetina/olanzapina/quetiapina/risperidona no tratamento e ressalta a"
Transtornos Dissociativos,EISM,Psiquiatria,A_DEFINIR,baixa,media,baixo,False,Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985,"FONTE ÚNICA. Conteúdo verificado: amnésia dissociativa, fuga dissociativa (jornada organizada para longe de casa com preservação dos cuidados pessoais, nova identidade não muito diferente da original), transtorno dissociativo de identidade, despersonalização/desrealização. O valor clínico está no DIAGNÓSTICO DIFERENCIAL, que a apostila explicita: demência (comprometimento de outros campos cognitivos), epilepsia (anormalidades motoras + EEG + aura + incontinência), simulação (ganho secundário). Esse dd é o que pode virar questão."
